film_name,star,ranking,comment_num,year,direct,film_eng_name,quote,poster,genre
沉默的羔羊,8.7,70,352757人评价,,"
                            导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster / 安...,
                            1991 / 美国 / 剧情 犯罪 惊悚
                        ", / The Silence of the Lambs,安东尼·霍普金斯的顶级表演。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1593414327.jpg,
"黑客帝国,[可播放]",8.8,71,280257人评价,,"
                            导演: 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski   主...,
                            1999 / 美国 澳大利亚 / 动作 科幻
                        ", / The Matrix,视觉革命。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910908765.jpg,
"拯救大兵瑞恩,[可播放]",8.8,72,236844人评价,,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,
                            1998 / 美国 / 剧情 历史 战争
                        ", / Saving Private Ryan,美利坚精神输出大片No1.,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1014542496.jpg,
"西西里的美丽传说,[可播放]",8.7,73,346274人评价,,"
                            导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 莫妮卡·贝鲁奇 Monica ...,
                            2000 / 意大利 美国 / 剧情 战争 情色
                        ", / Malèna,美丽无罪。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p792400696.jpg,
"玛丽和马克思,[可播放]",8.9,74,232085人评价,,"
                            导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...,
                            2009 / 澳大利亚 / 剧情 动画
                        ", / Mary and Max,你是我最好的朋友，你是我唯一的朋友 。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1820615077.jpg,
"蝴蝶效应,[可播放]",8.7,75,380642人评价,,"
                            导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...,
                            2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚
                        ", / The Butterfly Effect,人的命运被自己瞬间的抉择改变。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2209066019.jpg,
春光乍泄,8.8,76,244398人评价,,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...,
                            1997 / 香港 日本 韩国 / 剧情 爱情 同性
                        ", / 春光乍洩,爱情纠缠，男女一致。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p465939041.jpg,
"心灵捕手,[可播放]",8.7,77,269128人评价,,"
                            导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...,
                            1997 / 美国 / 剧情
                        ", / Good Will Hunting,人生中应该拥有这样的一段豁然开朗。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p480965695.jpg,
"让子弹飞,[可播放]",8.7,78,619915人评价,,"
                            导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...,
                            2010 / 中国大陆 香港 / 剧情 喜剧 动作 西部
                        ", / 让子弹飞一会儿  /  火烧云,你给我翻译翻译，神马叫做TMD的惊喜。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1512562287.jpg,
"幽灵公主,[可播放]",8.8,79,233526人评价,,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...,
                            1997 / 日本 / 动作 爱情 战争 动画 奇幻 冒险
                        ", / もののけ姫,人与自然的战争史诗。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1613191025.jpg,
"大闹天宫,[可播放]",9.2,80,97679人评价,,"
                            导演: 万籁鸣 Laiming Wan / 唐澄 Cheng  Tang   主演: 邱岳峰 Yuefeng Qiu /...,
                            1961 / 1964 / 1978 / 2004 / 中国大陆 / 动画 奇幻
                        ", / 大闹天宫 上下集  /  The Monkey King,经典之作，历久弥新。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2184505167.jpg,
"第六感,[可播放]",8.8,81,233732人评价,,"
                            导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...,
                            1999 / 美国 / 剧情 悬疑 惊悚
                        ", / The Sixth Sense,深入内心的恐怖，出人意料的结局。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2220184425.jpg,
阳光灿烂的日子,8.7,82,268485人评价,,"
                            导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,
                            1994 / 中国大陆 香港 / 剧情
                        ", / In the Heat of the Sun,一场华丽的意淫。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p967457079.jpg,
重庆森林,8.6,83,327223人评价,,"
                            导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...,
                            1994 / 香港 / 剧情 爱情
                        ", / 重慶森林,寂寞没有期限。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2242058421.jpg,
"大鱼,[可播放]",8.7,84,250671人评价,,"
                            导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...,
                            2003 / 美国 / 剧情 家庭 奇幻 冒险
                        ", / Big Fish,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p692813374.jpg,
射雕英雄传之东成西就,8.7,85,273970人评价,,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,
                            1993 / 香港 / 喜剧 古装
                        ", / 射鵰英雄傳之東成西就,百看不厌。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1993903133.jpg,
"禁闭岛,[可播放]",8.6,86,356220人评价,,"
                            导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...,
                            2010 / 美国 / 剧情 悬疑 惊悚
                        ", / Shutter Island,昔日翩翩少年，今日大腹便便。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1832875827.jpg,
甜蜜蜜,8.7,87,230972人评价,,"
                            导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...,
                            1996 / 香港 / 剧情 爱情
                        ", / Comrades: Almost a Love Story,相逢只要一瞬间，等待却像是一辈子。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2223011274.jpg,
"阳光姐妹淘,[可播放]",8.8,88,266201人评价,,"
                            导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,
                            2011 / 韩国 / 剧情 喜剧
                        ", / 써니,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1374786017.jpg,
上帝之城,8.9,89,157192人评价,,"
                            导演: Kátia Lund / Fernando Meirelles   主演: Alexandre Rodrigues / Lea...,
                            2002 / 巴西 法国 / 犯罪 剧情
                        ", / Cidade de Deus,被上帝抛弃了的上帝之城。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p455677490.jpg,
"致命ID,[可播放]",8.6,90,315628人评价,,"
                            导演: James Mangold   主演: John Cusack / Ray Liotta / Amanda Peet,
                            2003 / 美国 / 剧情 悬疑 惊悚
                        ", / Identity,最不可能的那个人永远是最可能的。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p453720880.jpg,
一一,8.9,91,154461人评价,,"
                            导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...,
                            2000 / 台湾 日本 / 剧情 爱情 家庭
                        ", / Yi yi  /  Yi yi: A One and a Two,我们都曾经是一一。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2119675128.jpg,
"狩猎,[可播放]",9.0,92,125394人评价,,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...,
                            2012 / 丹麦 瑞典 / 剧情
                        ", / Jagten,人言可畏。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1546987967.jpg,
"告白,[可播放]",8.7,93,339105人评价,,"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...,
                            2010 / 日本 / 剧情 惊悚
                        ", / 自白  /  母亲,没有一人完全善，也没有一人完全恶。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p689520756.jpg,
"末代皇帝,[可播放]",8.9,94,162037人评价,,"
                            导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci   主演: 尊龙 John Lone / 陈...,
                            1987 / 意大利 中国大陆 英国 法国 / 剧情 传记 历史
                        ", / The Last Emperor,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p452088641.jpg,
"布达佩斯大饭店,[可播放]",8.7,95,304363人评价,,"
                            导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...,
                            2014 / 美国 德国 英国 / 剧情 喜剧
                        ", / The Grand Budapest Hotel,小清新的故事里注入了大历史的情怀。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2178872593.jpg,
"加勒比海盗,[可播放]",8.6,96,339795人评价,,"
                            导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...,
                            2003 / 美国 / 动作 冒险 奇幻
                        ", / Pirates of the Caribbean: The Curse of the Black Pearl,约翰尼·德普的独角戏。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1596085504.jpg,
"断背山,[可播放]",8.6,97,314971人评价,,"
                            导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...,
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭
                        ", / Brokeback Mountain,每个人心中都有一座断背山。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p513535588.jpg,
"爱在黎明破晓前,[可播放]",8.7,98,217339人评价,,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情
                        ", / Before Sunrise,缘分是个连绵词，最美不过一瞬。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1486234122.jpg,
"摩登时代,[可播放]",9.2,99,86853人评价,,"
                            导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...,
                            1936 / 美国 / 喜剧 剧情 爱情
                        ", / Modern Times,大时代中的人生，小人物的悲喜。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173707976.jpg,
"猫鼠游戏,[可播放]",8.7,100,219462人评价,,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...,
                            2002 / 美国 加拿大 / 传记 犯罪 剧情
                        ", / Catch Me If You Can,骗子大师和执著警探的你追我跑故事。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p453924541.jpg,
阿凡达,8.6,101,523297人评价,,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...,
                            2009 / 美国 英国 / 动作 冒险 奇幻 科幻
                        ", / Avatar,绝对意义上的美轮美奂。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2180085848.jpg,
"哈利·波特与魔法石,[可播放]",8.7,102,248829人评价,,"
                            导演: Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint,
                            2001 / 美国 英国 / 奇幻 冒险
                        ", / Harry Potter and the Sorcerer's Stone,童话世界的开端。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p804947166.jpg,
"风之谷,[可播放]",8.8,103,174024人评价,,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,
                            1984 / 日本 / 科幻 动画 奇幻 冒险
                        ", / 風の谷のナウシカ,动画片的圣经。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1917567652.jpg,
"爱在日落黄昏时,[可播放]",8.7,104,196020人评价,,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,
                            2004 / 美国 / 剧情 爱情
                        ", / Before Sunset,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910924055.jpg,
"侧耳倾听,[可播放]",8.8,105,165519人评价,,"
                            导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...,
                            1995 / 日本 / 剧情 爱情 动画 音乐
                        ", / 耳をすませば,少女情怀总是诗。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p456692072.jpg,
"穿条纹睡衣的男孩,[可播放]",8.9,106,140236人评价,,"
                            导演: 马克·赫门 Mark Herman   主演: 阿沙·巴特菲尔德 Asa Butterfield / ...,
                            2008 / 英国 美国 / 剧情 战争
                        ", / The Boy in the Striped Pajamas,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1473670352.jpg,
"萤火虫之墓,[可播放]",8.7,107,201232人评价,,"
                            导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子,
                            1988 / 日本 / 动画 剧情 战争
                        ", / 火垂るの墓,幸福是生生不息，却难以触及的远。 ,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1157334208.jpg,
"消失的爱人,[可播放]",8.7,108,347389人评价,,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...,
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        ", / Gone Girl,年度最佳date movie。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2221768894.jpg,
"超脱,[可播放]",8.8,109,169750人评价,,"
                            导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...,
                            2011 / 美国 / 剧情
                        ", / Detachment,穷尽一生，我们要学会的，不过是彼此拥抱。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1305562621.jpg,
"驯龙高手,[可播放]",8.7,110,280236人评价,,"
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...,
                            2010 / 美国 / 喜剧 动画 奇幻 冒险 家庭
                        ", / How to Train Your Dragon,和谐的生活离不开摸头与被摸头。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p450042258.jpg,
看不见的客人,8.7,111,243831人评价,,"
                            导演: 奥里奥尔·保罗 Oriol Paulo   主演: 马里奥·卡萨斯 Mario Casas / 阿...,
                            2016 / 西班牙 / 犯罪 悬疑 惊悚
                        ", / Contratiempo,,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2498971355.jpg,
"菊次郎的夏天,[可播放]",8.7,112,178133人评价,,"
                            导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...,
                            1999 / 日本 / 剧情 喜剧
                        ", / 菊次郎の夏,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p751835224.jpg,
"倩女幽魂,[可播放]",8.6,113,244526人评价,,"
                            导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...,
                            1987 / 香港 / 剧情 爱情 武侠 古装
                        ", / 倩女幽魂(87版)  /  A Chinese Ghost Story,两张绝世的脸。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2414157745.jpg,
"幸福终点站,[可播放]",8.6,114,222138人评价,,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,
                            2004 / 美国 / 喜剧 剧情 爱情
                        ", / The Terminal,有时候幸福需要等一等。 ,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p854757687.jpg,
"海洋,[可播放]",9.0,115,98163人评价,,"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...,
                            2009 / 法国 瑞士 西班牙 美国 阿联酋 / 纪录片
                        ", / Océans,大海啊，不全是水。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p497010372.jpg,
"恐怖直播,[可播放]",8.7,116,213681人评价,,"
                            导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,
                            2013 / 韩国 / 剧情 犯罪 悬疑
                        ", / 더 테러 라이브,恐怖分子的“秋菊打官司”。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2016930906.jpg,
"七武士,[可播放]",9.2,117,75985人评价,,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...,
                            1954 / 日本 / 动作 冒险 剧情
                        ", / 七人の侍,时代悲歌。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p647099823.jpg,
岁月神偷,8.6,118,303019人评价,,"
                            导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,
                            2010 / 香港 中国大陆 / 剧情 家庭
                        ", / 歲月神偷,岁月流逝，来日可追。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p456666151.jpg,
红辣椒,8.9,119,129401人评价,,"
                            导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...,
                            2006 / 日本 / 动画 悬疑 科幻 惊悚
                        ", / パプリカ,梦的勾结。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p672363704.jpg,
"神偷奶爸,[可播放]",8.5,120,367815人评价,,"
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...,
                            2010 / 美国 法国 / 喜剧 动画 冒险
                        ", / Despicable Me,Mr. I Don't Care其实也有Care的时候。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p792776858.jpg,
"借东西的小人阿莉埃蒂,[可播放]",8.7,121,212611人评价,,"
                            导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...,
                            2010 / 日本 / 动画 奇幻 冒险
                        ", / 借りぐらしのアリエッティ,曾经的那段美好会沉淀为一辈子的记忆。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p617533616.jpg,
电锯惊魂,8.6,122,195730人评价,,"
                            导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...,
                            2004 / 美国 澳大利亚 / 悬疑 惊悚 恐怖
                        ", / Saw,真相就在眼前。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2163771304.jpg,
"谍影重重3,[可播放]",8.7,123,177735人评价,,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,
                            2007 / 美国 德国 / 动作 悬疑 惊悚
                        ", / The Bourne Ultimatum,像吃了苏打饼一样干脆的电影。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p792223507.jpg,
杀人回忆,8.6,124,205691人评价,,"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...,
                            2003 / 韩国 / 犯罪 剧情 悬疑 惊悚
                        ", / 살인의 추억,关于连环杀人悬案的集体回忆。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p480225538.jpg,
"燃情岁月,[可播放]",8.7,125,147173人评价,,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 安东尼·霍普金斯 Anthony Hopki...,
                            1994 / 美国 / 剧情 爱情 西部 家庭
                        ", / Legends of the Fall,传奇，不是每个人都可以拥有。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1023654037.jpg,
"真爱至上,[可播放]",8.5,126,303401人评价,,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...,
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情
                        ", / Love Actually,爱，是个动词。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p475600770.jpg,
"雨人,[可播放]",8.6,127,206840人评价,,"
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...,
                            1988 / 美国 / 剧情
                        ", / Rain Man,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p942376281.jpg,
"贫民窟的百万富翁,[可播放]",8.5,128,390708人评价,,"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...,
                            2008 / 英国 美国 / 剧情 爱情
                        ", / Slumdog Millionaire,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p470476887.jpg,
"记忆碎片,[可播放]",8.5,129,274438人评价,,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...,
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚
                        ", / Memento,一个针管引发的血案。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p641688453.jpg,
"东邪西毒,[可播放]",8.6,130,245071人评价,,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...,
                            1994 / 香港 台湾 / 剧情 动作 爱情 武侠 古装
                        ", / 東邪西毒,电影诗。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1982176012.jpg,
"虎口脱险,[可播放]",8.9,131,105339人评价,,"
                            导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...,
                            1966 / 法国 英国 / 喜剧 战争
                        ", / La grande vadrouille,永远看不腻的喜剧。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2399597512.jpg,
"疯狂原始人,[可播放]",8.7,132,363517人评价,,"
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...,
                            2013 / 美国 / 喜剧 动画 冒险
                        ", / The Croods,老少皆宜，这就是好莱坞动画的魅力。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1867084027.jpg,
"怪兽电力公司,[可播放]",8.6,133,233886人评价,,"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...,
                            2001 / 美国 / 喜剧 动画 儿童 奇幻
                        "," / Monsters, Inc.",不要给它起名字，起了名字就有感情了。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1805127697.jpg,
喜宴,8.8,134,135902人评价,,"
                            导演: 李安   主演: 赵文瑄 / 归亚蕾 / 金素梅,
                            1993 / 台湾 美国 / 剧情 喜剧 爱情 同性 家庭
                        ", / The Wedding Banquet,中国家庭的喜怒哀乐忍。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173713676.jpg,
"小森林 夏秋篇,[可播放]",8.9,135,124067人评价,,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,
                            2014 / 日本 / 剧情
                        ", / リトル・フォレスト 夏・秋,那些静得只能听见呼吸的日子里，你明白孤独即生活。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2221319641.jpg,
"卢旺达饭店,[可播放]",8.8,136,116697人评价,,"
                            导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,
                            2004 / 英国 南非 意大利 美国 / 剧情 历史 战争
                        ", / Hotel Rwanda,当这个世界闭上双眼，他却敞开了怀抱。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2159368352.jpg,
喜剧之王,8.5,137,303280人评价,,"
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...,
                            1999 / 香港 / 喜剧 剧情 爱情
                        ", / 喜劇之王,我是一个演员。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1043597424.jpg,
"黑天鹅,[可播放]",8.5,138,409207人评价,,"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔丽·波曼 Natalie P...,
                            2010 / 美国 / 剧情 惊悚
                        ", / Black Swan,黑暗之美。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p719282906.jpg,
"英雄本色,[可播放]",8.7,139,146556人评价,,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,
                            1986 / 香港 / 动作 犯罪
                        ", / A Better Tomorrow  /  Gangland Boss,英雄泪短，兄弟情长。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2157672975.jpg,
"猜火车,[可播放]",8.5,140,244738人评价,,"
                            导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...,
                            1996 / 英国 / 犯罪 剧情
                        ", / Trainspotting,不可猜的青春迷笛。 ,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p513567548.jpg,
"魂断蓝桥,[可播放]",8.8,141,127104人评价,,"
                            导演: Mervyn LeRoy   主演: Vivien Leigh / Robert Taylor / Lucile Watson,
                            1940 / 美国 / 剧情 战争 爱情
                        ", / Waterloo Bridge,中国式内在的美国电影。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2351134499.jpg,
穿越时空的少女,8.6,142,181863人评价,,"
                            导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...,
                            2006 / 日本 / 剧情 爱情 科幻 动画
                        ", / 時をかける少女,爱上未来的你。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2079334286.jpg,
"恋恋笔记本,[可播放]",8.5,143,274872人评价,,"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...,
                            2004 / 美国 / 剧情 爱情
                        ", / The Notebook,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p483604864.jpg,
"雨中曲,[可播放]",8.9,144,91357人评价,,"
                            导演: Stanley Donen / Gene Kelly   主演: Gene Kelly / Donald O'Connor / ...,
                            1952 / 美国 / 喜剧 歌舞 爱情
                        ", / Singin' in the Rain,骨灰级歌舞片。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1612355875.jpg,
"傲慢与偏见,[可播放]",8.4,145,294043人评价,,"
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...,
                            2005 / 法国 英国 美国 / 剧情 爱情
                        ", / Pride & Prejudice,爱是摈弃傲慢与偏见之后的曙光。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p452005185.jpg,
"教父3,[可播放]",8.7,146,126342人评价,,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...,
                            1990 / 美国 / 剧情 犯罪
                        ", / The Godfather: Part III,任何信念的力量，都无法改变命运。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2169664351.jpg,
"完美的世界,[可播放]",9.0,147,77367人评价,,"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...,
                            1993 / 美国 / 剧情 犯罪
                        ", / A Perfect World,坏人的好总是比好人的好来得更感人。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p792403691.jpg,
